lot_plan_020402_room1,15.60052991,14.74093005,6.21E-05,be,
lot_plan_020402_room2,20.05741575,15.31922234,7.32E-05,be,
lot_plan_020402_room3,5.43258903,17.62898467,0.000115418,i,
lot_plan_020402_room4,8.290046376,16.69491889,0.000191069,ba,
lot_plan_020402_room5,3.339412269,11.94525147,0.000419922,wc,
lot_plan_020402_room6,46.53820492,25.54076438,5.63E-05,l,
lot_plan_020403_room2,13.55866175,26.70566113,0.000185695,ba/wc,
lot_plan_020403_room3,59.39199508,37.23277014,6.74E-05,l,
lot_plan_020403_room4,25.67801061,28.50626115,7.59E-05,be,
lot_plan_020404_room2,14.10120584,25.51716773,0.000176731,ba/wc,
lot_plan_020404_room3,27.36363901,20.31371018,7.73E-05,be,
lot_plan_020404_room4,57.08675826,42.98083885,7.97E-05,l,
lot_plan_020411_room1,46.36716372,21.17200979,4.51E-05,l,
lot_plan_020411_room2,2.301023275,10.27676621,0.000382291,wc,
lot_plan_020411_room3,8.55111855,18.7096287,0.00032312,i,
lot_plan_020411_room4,6.134851021,12.30779776,0.000166274,ba,
lot_plan_020411_room5,11.01659863,13.21234082,6.46E-05,be,
lot_plan_020411_room6,10.95420006,12.63629238,6.44E-05,be,
lot_plan_020411_room7,13.91721723,10.66566184,7.38E-05,be,
lot_plan_020412_room1,16.41497014,18.93207954,5.64E-05,be,
lot_plan_020412_room2,19.87768747,12.4801645,7.17E-05,be,
lot_plan_020412_room3,5.08505947,18.36014861,0.000135235,i,
lot_plan_020412_room4,7.754693818,13.71543989,0.000172085,ba,
lot_plan_020412_room5,2.941107187,12.95212364,0.000395942,wc,
lot_plan_020412_room6,46.97324779,24.668752,5.68E-05,l,
lot_plan_020413_room1,15.52620292,15.60385961,6.28E-05,be,
lot_plan_020413_room2,19.9208741,15.7114003,7.34E-05,be,
lot_plan_020413_room3,5.66327391,19.10042453,0.000149231,i,
lot_plan_020413_room4,3.222364315,13.33341782,0.000389888,wc,
lot_plan_020413_room5,8.278485805,16.10796862,0.000192017,ba,
lot_plan_020413_room6,46.66442297,24.12052914,5.36E-05,l,
lot_plan_020414_room1,14.28823084,23.5407822,0.000182082,ba/wc,
lot_plan_020414_room2,59.44060334,41.41007582,6.79E-05,l,
lot_plan_020414_room3,25.22744924,25.63683472,7.58E-05,be,
lot_plan_020415_room2,14.1120538,23.66677607,0.000176123,ba/wc,
lot_plan_020415_room3,28.2532015,19.16005669,7.58E-05,be,
lot_plan_020415_room4,56.17284176,45.78197126,7.46E-05,l,
oxyplan_010241_room1,28.66856826,24.9280885,0.000102041,be,
oxyplan_010241_room2,14.06443105,26.20757781,0.000160699,ba/wc,
oxyplan_010241_room4,54.59404645,29.77704724,8.12E-05,l,
